Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,AvgOrderValue,FirstPurchase,CustomerLifetime,ValuePerDay,AvgTransactionValue,PurchaseFrequency,UniqueProducts
14153.0,483,1,233.4,1,1,1,3,13.729411764705883,1281710100000000000,483,0.4832298136645963,233.4,0.06211180124223602,17
14154.0,239,8,6460.7,2,4,5,11,22.12568493150685,1263386820000000000,696,9.282614942528735,807.5875,0.3448275862068966,236
14155.0,266,1,118.75,2,1,1,4,19.791666666666668,1300457580000000000,266,0.44642857142857145,118.75,0.11278195488721804,6
14156.0,10,156,313946.37,5,5,5,15,77.55592144268775,1259670600000000000,739,424.8259404600812,2012.4767307692307,6.332882273342355,1446
14157.0,20,5,1002.78,4,4,3,11,11.267191011235955,1267634940000000000,646,1.5522910216718266,200.55599999999998,0.23219814241486067,75
14158.0,40,1,507.66,4,1,2,7,12.381951219512196,1319987280000000000,40,12.691500000000001,507.66,0.75,41
14159.0,20,20,7938.01,4,5,5,14,4.2358644610458915,1259843460000000000,737,10.770705563093623,396.9005,0.8141112618724559,706
14160.0,610,7,8421.47,1,4,5,10,78.70532710280374,1263125160000000000,699,12.04788268955651,1203.0671428571427,0.3004291845493562,80
14161.0,216,7,3318.88,2,4,5,11,10.706064516129032,1260704760000000000,727,4.565171939477304,474.1257142857143,0.2888583218707015,202
14162.0,174,2,289.36,3,2,1,6,11.5744,1298205120000000000,293,0.9875767918088738,144.68,0.20477815699658702,25
14163.0,87,5,2594.62,3,4,4,11,44.7348275862069,1283534100000000000,462,5.616060606060606,518.924,0.3246753246753247,42
14164.0,71,2,1631.77,3,2,4,9,56.26793103448276,1316521080000000000,81,20.14530864197531,815.885,0.7407407407407407,28
14165.0,276,1,122.53999999999999,2,1,1,4,4.901599999999999,1299674340000000000,276,0.4439855072463768,122.53999999999999,0.10869565217391305,23
14166.0,505,2,256.85,1,2,1,4,4.84622641509434,1269357000000000000,626,0.41030351437699686,128.425,0.09584664536741214,39
14167.0,39,8,1296.49,4,4,4,12,10.714793388429753,1264608420000000000,681,1.9038032305433186,162.06125,0.3524229074889868,48
14168.0,421,2,370.45,1,2,2,5,24.696666666666665,1274704080000000000,565,0.6556637168141592,185.225,0.10619469026548674,11
14169.0,431,2,624.4300000000001,1,2,3,6,9.319850746268658,1285076340000000000,444,1.406373873873874,312.21500000000003,0.13513513513513511,50
14170.0,375,3,597.33,2,3,2,7,3.6201818181818184,1289311560000000000,395,1.5122278481012659,199.11,0.2278481012658228,123
14171.0,98,2,498.79,3,2,2,7,7.79359375,1260366600000000000,730,0.6832739726027397,249.395,0.08219178082191782,61
14172.0,605,3,402.72,1,3,2,6,7.457777777777778,1267959480000000000,643,0.6263141524105754,134.24,0.13996889580093314,38
14173.0,11,6,586.0,5,4,2,11,17.757575757575758,1260362760000000000,731,0.801641586867305,97.66666666666667,0.24623803009575923,30
14174.0,33,1,134.46,4,1,1,6,5.171538461538462,1320585420000000000,33,4.074545454545455,134.46,0.9090909090909091,26
14175.0,60,8,7678.88,3,4,5,12,23.1990332326284,1269254580000000000,628,12.227515923566878,959.86,0.38216560509554137,237
14176.0,297,5,916.01,2,4,3,9,19.913260869565217,1290518460000000000,381,2.4042257217847767,183.202,0.3937007874015748,33
14177.0,86,13,2229.34,3,5,4,12,10.615904761904762,1267185540000000000,652,3.4192331288343563,171.48769230769233,0.598159509202454,141
14178.0,9,7,1620.93,5,4,4,13,4.9569724770642205,1307710260000000000,182,8.906208791208792,231.5614285714286,1.153846153846154,191
14179.0,41,2,719.78,4,2,3,9,4.36230303030303,1318946400000000000,52,13.841923076923077,359.89,1.1538461538461537,135
14180.0,11,33,6319.25,5,5,5,15,20.99418604651163,1276095360000000000,548,11.531478102189782,191.49242424242425,1.8065693430656935,125
14181.0,411,2,310.55,1,2,2,5,5.750925925925926,1274877120000000000,563,0.5515985790408526,155.275,0.10657193605683837,48
14182.0,444,4,678.77,1,3,3,7,13.5754,1271950560000000000,596,1.1388758389261744,169.6925,0.20134228187919462,42
14183.0,411,2,286.29,1,2,1,4,8.179714285714287,1281886560000000000,481,0.5951975051975052,143.145,0.12474012474012473,27
14184.0,67,1,452.89,3,1,2,6,18.870416666666667,1317732180000000000,67,6.75955223880597,452.89,0.44776119402985076,24
14185.0,331,1,197.65,2,1,1,4,65.88333333333334,1294840320000000000,331,0.5971299093655589,197.65,0.09063444108761329,3
14186.0,427,5,1550.63,1,4,4,9,14.909903846153847,1267787820000000000,645,2.404077519379845,310.12600000000003,0.23255813953488372,75
14187.0,474,1,123.5,1,1,1,3,15.4375,1282565160000000000,474,0.26054852320675104,123.5,0.06329113924050632,8
14188.0,31,6,2054.36,4,4,4,12,31.605538461538462,1296654360000000000,310,6.626967741935484,342.3933333333334,0.5806451612903225,34
14189.0,2,16,5814.39,5,5,5,15,18.39996835443038,1289899680000000000,389,14.947017994858612,363.399375,1.2339331619537275,199
14190.0,666,1,79.9,1,1,1,3,79.9,1265898420000000000,666,0.11996996996996998,79.9,0.04504504504504505,1
14191.0,2,15,4817.66,5,5,5,15,18.17984905660377,1260528480000000000,729,6.608587105624142,321.1773333333333,0.6172839506172839,147
14192.0,388,1,293.74,2,1,2,5,20.981428571428573,1289929440000000000,388,0.7570618556701031,293.74,0.07731958762886598,14
14193.0,68,3,1210.19,3,3,3,9,18.90921875,1289219460000000000,397,3.0483375314861463,403.3966666666667,0.22670025188916879,49
14194.0,5,36,18670.59,5,5,5,15,19.611964285714286,1262780160000000000,703,26.558449502133712,518.6275,1.5362731152204836,432
14195.0,202,6,2615.6,2,4,4,10,163.475,1268673120000000000,634,4.125552050473186,435.93333333333334,0.28391167192429023,10
14196.0,107,1,335.52,3,1,2,6,55.919999999999995,1314267900000000000,107,3.135700934579439,335.52,0.2803738317757009,6
14197.0,411,1,390.05,1,1,2,4,19.5025,1288000860000000000,411,0.9490267639902676,390.05,0.07299270072992702,20
14198.0,18,9,1569.73,5,5,4,14,17.24978021978022,1262686020000000000,704,2.229730113636364,174.41444444444446,0.3835227272727273,58
14199.0,218,4,1091.7,2,3,3,8,60.650000000000006,1277640780000000000,531,2.0559322033898306,272.925,0.22598870056497175,15
14200.0,617,1,379.2,1,1,2,4,18.057142857142857,1270126860000000000,617,0.6145867098865478,379.2,0.04862236628849271,21
14201.0,60,10,1193.54,3,5,3,11,21.70072727272727,1272632400000000000,588,2.029829931972789,119.354,0.5102040816326531,47
14202.0,381,3,847.76,2,3,3,8,29.233103448275862,1269513360000000000,625,1.356416,282.58666666666664,0.14400000000000002,27
14203.0,397,1,339.34,2,1,2,5,21.20875,1289136900000000000,397,0.8547607052896725,339.34,0.07556675062972293,16
14204.0,2,4,1062.96,5,3,3,11,4.581724137931035,1259760360000000000,737,1.442279511533243,265.74,0.1628222523744912,186
14205.0,17,9,2414.2,5,5,4,14,19.627642276422762,1267964400000000000,643,3.7545878693623638,268.2444444444444,0.41990668740279935,79
14206.0,239,3,1185.01,2,3,3,8,16.690281690140846,1288697820000000000,403,2.940471464019851,395.00333333333333,0.22332506203473945,62
14207.0,688,1,157.8,1,1,1,3,78.9,1264066380000000000,688,0.22936046511627908,157.8,0.0436046511627907,2
14208.0,95,2,567.05,3,2,2,7,16.20142857142857,1275829860000000000,551,1.0291288566243193,283.525,0.1088929219600726,34
14209.0,11,15,4993.27,5,5,5,15,21.61588744588745,1264156080000000000,687,7.268224163027657,332.8846666666667,0.6550218340611355,133
14210.0,106,16,5861.52,3,5,5,13,17.816170212765957,1262773020000000000,703,8.337866287339972,366.345,0.6827880512091038,143
14211.0,53,18,4402.29,4,5,5,14,18.342875,1260362880000000000,731,6.022284541723666,244.57166666666666,0.7387140902872776,155
14212.0,90,2,2190.14,3,2,4,9,104.29238095238095,1284983280000000000,446,4.910627802690582,1095.07,0.13452914798206278,18
14213.0,405,1,1192.2,2,1,3,6,238.44,1288521420000000000,405,2.943703703703704,1192.2,0.07407407407407407,5
14214.0,31,5,1004.38,4,4,3,11,14.990746268656716,1299500760000000000,278,3.6128776978417267,200.876,0.539568345323741,64
14215.0,12,9,3416.33,5,5,5,15,17.793385416666666,1260264900000000000,732,4.667117486338798,379.59222222222223,0.36885245901639346,167
14216.0,3,5,2150.04,5,4,4,13,27.9225974025974,1287673620000000000,414,5.193333333333333,430.008,0.36231884057971014,65
14217.0,2,23,3416.89,5,5,5,15,18.877845303867403,1277902440000000000,527,6.483662239089184,148.5604347826087,1.3092979127134725,122
14218.0,43,1,169.48000000000002,4,1,1,6,14.123333333333335,1319796000000000000,43,3.9413953488372098,169.48000000000002,0.6976744186046512,12
14219.0,4,3,633.83,5,3,3,11,14.740232558139535,1280846520000000000,493,1.285659229208925,211.27666666666667,0.18255578093306288,39
14220.0,247,4,1515.0,2,3,4,9,39.86842105263158,1274275560000000000,569,2.662565905096661,378.75,0.210896309314587,26
14221.0,42,17,6517.49,4,5,5,14,18.782391930835733,1270563000000000000,612,10.649493464052288,383.38176470588235,0.8333333333333334,166
14222.0,177,1,683.17,3,1,3,7,16.662682926829266,1308156120000000000,177,3.8597175141242936,683.17,0.1694915254237288,41
14223.0,92,3,991.13,3,3,3,9,16.518833333333333,1300636920000000000,264,3.754280303030303,330.37666666666667,0.3409090909090909,50
14224.0,110,9,1897.9,3,5,4,12,7.97436974789916,1276436760000000000,544,3.4887867647058823,210.8777777777778,0.4963235294117647,189
14225.0,435,4,2037.02,1,3,4,8,23.414022988505746,1263308520000000000,696,2.9267528735632182,509.255,0.1724137931034483,70
14226.0,29,6,3002.53,4,4,5,13,30.6380612244898,1285338720000000000,441,6.808458049886622,500.4216666666667,0.40816326530612246,89
14227.0,26,15,6368.71,4,5,5,14,16.8931299734748,1265621880000000000,670,9.505537313432836,424.5806666666667,0.6716417910447762,246
14228.0,438,3,745.5,1,3,3,7,19.61842105263158,1276259340000000000,547,1.3628884826325411,248.5,0.16453382084095064,38
14229.0,52,7,2594.04,4,4,4,12,36.028333333333336,1282736820000000000,472,5.495847457627119,370.57714285714286,0.44491525423728817,41
14230.0,436,3,979.8000000000001,1,3,3,7,29.69090909090909,1276091760000000000,548,1.7879562043795623,326.6,0.1642335766423358,27
14231.0,184,4,1235.6200000000001,3,3,3,9,17.90753623188406,1284544320000000000,451,2.739733924611974,308.90500000000003,0.2660753880266075,66
14232.0,43,5,2048.07,4,4,4,12,17.80930434782609,1300625040000000000,265,7.72856603773585,409.61400000000003,0.5660377358490566,81
14233.0,49,7,2904.27,4,4,4,12,39.784520547945206,1267806900000000000,644,4.50973602484472,414.8957142857143,0.32608695652173914,42
14234.0,22,4,775.46,4,3,3,10,4.877106918238994,1318514280000000000,57,13.604561403508773,193.865,2.1052631578947367,122
14235.0,75,9,4717.99,3,5,5,13,31.87831081081081,1269956160000000000,619,7.6219547657512114,524.2211111111111,0.4361873990306947,107
14236.0,81,5,1744.64,3,4,4,11,34.8928,1279808820000000000,505,3.454732673267327,348.928,0.29702970297029707,39
14237.0,373,2,632.14,2,2,3,7,18.06114285714286,1272449040000000000,591,1.069610829103215,316.07,0.10152284263959391,26
14238.0,326,3,434.23,2,3,2,7,33.402307692307694,1260010680000000000,735,0.5907891156462586,144.74333333333334,0.12244897959183673,13
14239.0,43,21,4263.17,4,5,5,14,20.300809523809523,1260016560000000000,735,5.800231292517007,203.00809523809525,0.8571428571428571,97
14240.0,30,3,1247.49,4,3,3,10,20.450655737704917,1286887680000000000,424,2.9421933962264153,415.83,0.21226415094339623,46
14241.0,184,2,333.70000000000005,3,2,2,7,27.808333333333337,1263309060000000000,696,0.4794540229885058,166.85000000000002,0.08620689655172414,12
14242.0,235,2,280.55,2,2,1,5,17.534375,1295340780000000000,326,0.8605828220858897,140.275,0.18404907975460122,13
14243.0,9,17,7431.05,5,5,5,15,20.02978436657682,1282311660000000000,476,15.611449579831934,437.1205882352941,1.0714285714285714,235
14244.0,661,1,366.41999999999996,1,1,2,4,22.901249999999997,1266406800000000000,661,0.5543419062027231,366.41999999999996,0.0453857791225416,16
14245.0,220,2,1693.45,2,2,4,8,15.680092592592594,1300704060000000000,264,6.414583333333334,846.725,0.22727272727272727,107
14246.0,111,3,1474.06,3,3,4,10,19.654133333333334,1302251100000000000,246,5.9921138211382114,491.3533333333333,0.3658536585365854,57
14247.0,278,5,772.66,2,4,3,9,6.603931623931624,1275836820000000000,551,1.4022867513611614,154.53199999999998,0.27223230490018147,82
14248.0,318,3,1032.95,2,3,3,8,21.977659574468085,1278944820000000000,515,2.005728155339806,344.31666666666666,0.17475728155339804,41
14249.0,411,12,5625.461,1,5,5,11,19.331481099656358,1264774860000000000,679,8.284920471281296,468.7884166666667,0.5301914580265096,178
14250.0,7,3,1904.05,5,3,4,12,17.153603603603603,1315748640000000000,89,21.3938202247191,634.6833333333333,1.0112359550561798,94
14251.0,2,5,2879.7000000000003,5,4,4,13,36.91923076923077,1318509960000000000,58,49.650000000000006,575.94,2.586206896551724,37
14252.0,381,1,350.99,2,1,2,5,35.099000000000004,1290519360000000000,381,0.921233595800525,350.99,0.07874015748031496,10
14253.0,493,2,363.40000000000003,1,2,2,5,30.283333333333335,1269616080000000000,623,0.5833065810593902,181.70000000000002,0.09630818619582665,11
14254.0,433,1,601.03,1,1,2,4,26.13173913043478,1286106720000000000,433,1.3880600461893764,601.03,0.06928406466512702,23
14255.0,546,1,1000.63,1,1,3,5,1000.63,1276271640000000000,546,1.8326556776556777,1000.63,0.054945054945054944,1
14256.0,260,5,2473.9900000000002,2,4,4,10,18.46261194029851,1263465300000000000,695,3.559697841726619,494.79800000000006,0.2158273381294964,100
14257.0,64,9,5954.45,3,5,5,13,24.810208333333332,1267457760000000000,648,9.188966049382715,661.6055555555555,0.41666666666666663,167
14258.0,9,25,32051.34,5,5,5,15,106.8378,1259915760000000000,736,43.548016304347826,1282.0536,1.0190217391304348,97
14259.0,142,1,120.0,3,1,1,5,24.0,1311245040000000000,142,0.8450704225352113,120.0,0.2112676056338028,5
14260.0,471,3,824.28,1,3,3,7,16.16235294117647,1276082580000000000,549,1.5014207650273224,274.76,0.16393442622950818,50
14261.0,51,2,1163.45,4,2,3,9,22.37403846153846,1316688420000000000,79,14.727215189873418,581.725,0.759493670886076,52
14262.0,8,8,2618.23,5,4,4,13,18.3093006993007,1302697380000000000,241,10.86402489626556,327.27875,0.995850622406639,87
14263.0,423,1,322.93,1,1,2,4,20.183125,1286892540000000000,423,0.7634278959810875,322.93,0.07092198581560284,16
14264.0,155,6,1517.3600000000001,3,4,4,11,19.207088607594937,1270646460000000000,611,2.483404255319149,252.89333333333335,0.2945990180032733,59
14265.0,109,4,1373.35,3,3,4,10,17.384177215189872,1270564740000000000,612,2.244035947712418,343.3375,0.19607843137254904,74
14266.0,428,1,40.56,1,1,1,3,40.56,1286458320000000000,428,0.09476635514018693,40.56,0.07009345794392523,1
14267.0,163,3,1516.24,3,3,4,10,27.568,1300966680000000000,261,5.809348659003831,505.41333333333336,0.3448275862068966,25
14268.0,471,1,354.85,1,1,2,4,18.676315789473687,1282819500000000000,471,0.7533970276008493,354.85,0.06369426751592357,19
14269.0,439,1,295.73,1,1,2,4,18.483125,1285505580000000000,439,0.6736446469248292,295.73,0.0683371298405467,16
14270.0,332,1,492.65000000000003,2,1,2,5,16.98793103448276,1294824780000000000,332,1.4838855421686747,492.65000000000003,0.09036144578313253,29
14271.0,226,2,219.13,2,2,1,5,5.618717948717949,1288112460000000000,409,0.5357701711491443,109.565,0.1466992665036675,38
14272.0,74,4,920.81,3,3,3,9,14.38765625,1273154460000000000,582,1.582147766323024,230.2025,0.2061855670103093,62
14273.0,51,4,559.97,4,3,2,9,19.309310344827587,1302528240000000000,242,2.313925619834711,139.9925,0.49586776859504134,22
14274.0,686,1,256.6,1,1,1,3,17.10666666666667,1264164660000000000,686,0.3740524781341108,256.6,0.043731778425655975,15
14275.0,396,6,1189.3799999999999,2,4,3,9,51.71217391304347,1270989120000000000,608,1.9562171052631576,198.23,0.2960526315789474,14
14276.0,99,7,2102.68,3,4,4,11,17.377520661157025,1266412200000000000,660,3.1858787878787878,300.3828571428571,0.3181818181818182,75
14277.0,15,9,17225.81,5,5,5,15,45.09374345549739,1260718980000000000,726,23.727011019283747,1913.978888888889,0.37190082644628103,334
14278.0,410,1,205.83,2,1,1,4,15.833076923076923,1288094820000000000,410,0.5020243902439024,205.83,0.07317073170731708,13
14279.0,521,2,191.86,1,2,1,4,63.95333333333334,1264610040000000000,681,0.28173274596182085,95.93,0.0881057268722467,3
14280.0,197,1,134.04,2,1,1,4,16.755,1306492620000000000,197,0.6804060913705583,134.04,0.15228426395939088,8
14281.0,408,1,245.15,2,1,1,4,35.02142857142857,1288190700000000000,408,0.6008578431372549,245.15,0.07352941176470588,7
14282.0,3,25,7849.66,5,5,5,15,30.904173228346455,1266232920000000000,663,11.839607843137255,313.9864,1.1312217194570136,100
14283.0,463,4,628.4399999999999,1,3,3,7,15.327804878048779,1274271720000000000,570,1.1025263157894736,157.10999999999999,0.21052631578947367,36
14284.0,31,3,1299.65,4,3,4,11,19.39776119402985,1267013160000000000,654,1.9872324159021408,433.2166666666667,0.13761467889908258,59
14285.0,21,8,3284.42,4,4,5,13,53.84295081967213,1260281580000000000,731,4.493050615595076,410.5525,0.3283173734610123,48
14286.0,24,7,8479.76,4,4,5,13,16.993507014028058,1259916000000000000,736,11.521413043478262,1211.3942857142858,0.28532608695652173,270
14287.0,8,3,176.63,5,3,1,9,19.625555555555554,1306323660000000000,199,0.8875879396984925,58.876666666666665,0.4522613065326633,9
14288.0,213,1,426.6,2,1,2,5,26.6625,1305033720000000000,213,2.0028169014084507,426.6,0.14084507042253522,16
14289.0,9,6,911.26,5,4,3,12,19.388510638297873,1298464380000000000,290,3.1422758620689657,151.87666666666667,0.6206896551724138,33
14290.0,11,8,4516.56,5,4,5,14,29.910993377483447,1260272640000000000,732,6.17016393442623,564.57,0.3278688524590164,120
14291.0,2,23,7904.1,5,5,5,15,16.000202429149798,1260355560000000000,731,10.812722298221615,343.6565217391304,0.9439124487004104,241
14292.0,8,16,9226.25,5,5,5,15,47.80440414507772,1268997000000000000,631,14.6216323296355,576.640625,0.7606973058637083,120
14293.0,3,9,3267.9300000000003,5,5,5,15,24.387537313432837,1260442620000000000,730,4.476616438356165,363.10333333333335,0.36986301369863017,88
14294.0,407,1,375.34,2,1,2,5,16.319130434782608,1288283100000000000,407,0.9222113022113021,375.34,0.07371007371007371,23
14295.0,40,5,2362.91,4,4,4,12,32.818194444444444,1260265740000000000,732,3.2280191256830597,472.582,0.20491803278688525,66
14296.0,421,2,456.40000000000003,1,2,2,5,16.903703703703705,1273847640000000000,574,0.7951219512195122,228.20000000000002,0.10452961672473868,27
14297.0,18,4,1305.33,5,3,4,12,21.053709677419352,1299745860000000000,275,4.746654545454545,326.3325,0.4363636363636364,48
14298.0,8,82,91194.49,5,5,5,15,31.841651536312852,1260539340000000000,728,125.2671565934066,1112.1279268292683,3.379120879120879,1370
14299.0,8,27,14499.49,5,5,5,15,42.64555882352941,1259751480000000000,738,19.6470054200542,537.0181481481482,1.097560975609756,164
14300.0,19,1,43.2,5,1,1,7,14.4,1321865820000000000,19,2.2736842105263158,43.2,1.5789473684210527,3
14301.0,117,4,1992.18,3,3,4,10,37.58830188679245,1265893620000000000,666,2.9912612612612612,498.045,0.1801801801801802,37
14302.0,431,3,742.9000000000001,1,3,3,7,26.532142857142862,1259741760000000000,738,1.006639566395664,247.63333333333335,0.12195121951219512,25
14303.0,407,2,277.94,2,2,1,5,12.633636363636363,1285929060000000000,435,0.6389425287356322,138.97,0.13793103448275862,21
14304.0,223,3,1725.01,2,3,4,9,19.602386363636363,1274179800000000000,571,3.021033274956217,575.0033333333333,0.15761821366024517,69
14305.0,71,3,1858.96,3,3,4,10,17.70438095238095,1311776040000000000,135,13.770074074074074,619.6533333333333,0.6666666666666666,96
14306.0,51,6,3151.4,4,4,5,13,68.50869565217391,1264945320000000000,677,4.654948301329394,525.2333333333333,0.2658788774002954,43
14307.0,89,10,5071.03,3,5,5,13,16.35816129032258,1260191160000000000,732,6.927636612021858,507.10299999999995,0.4098360655737705,205
14308.0,549,2,1147.02,1,2,3,6,573.51,1276015140000000000,549,2.089289617486339,573.51,0.1092896174863388,1
14309.0,8,11,3780.81,5,5,5,15,20.004285714285714,1275906240000000000,551,6.861724137931034,343.71,0.5989110707803993,125
14310.0,433,1,492.1,1,1,2,4,22.36818181818182,1286109240000000000,433,1.1364896073903004,492.1,0.06928406466512702,22
14311.0,243,2,516.45,2,2,2,6,16.65967741935484,1274437680000000000,568,0.909242957746479,258.225,0.1056338028169014,31
14312.0,47,11,3090.29,4,5,5,14,17.168277777777778,1279897500000000000,504,6.1315277777777775,280.93545454545455,0.6547619047619048,148
14314.0,107,2,229.8,3,2,1,6,22.98,1286265600000000000,431,0.5331786542923435,114.9,0.13921113689095127,10
14315.0,45,8,3197.82,4,4,5,13,24.043759398496242,1268657340000000000,635,5.035937007874016,399.7275,0.3779527559055118,83
14316.0,422,5,1370.34,1,4,4,9,44.20451612903226,1269011880000000000,630,2.175142857142857,274.068,0.23809523809523808,21
14317.0,65,1,508.58000000000004,3,1,2,6,21.190833333333334,1317897840000000000,65,7.824307692307693,508.58000000000004,0.46153846153846156,24
14318.0,460,1,158.02,1,1,1,3,17.55777777777778,1283700720000000000,460,0.3435217391304348,158.02,0.06521739130434782,9
14319.0,424,1,494.85,1,1,2,4,19.032692307692308,1286804280000000000,424,1.1670990566037736,494.85,0.07075471698113207,26
14320.0,207,5,1346.75,2,4,4,10,16.626543209876544,1264074240000000000,688,1.957485465116279,269.35,0.2180232558139535,68
14321.0,11,7,2218.06,5,4,4,13,12.391396648044692,1282568160000000000,473,4.689344608879493,316.86571428571426,0.4439746300211416,162
14322.0,429,4,474.1,1,3,2,6,36.46923076923077,1266482940000000000,660,0.7183333333333334,118.525,0.18181818181818182,10
14323.0,115,2,605.0600000000001,3,2,2,7,16.807222222222222,1302867840000000000,239,2.53163179916318,302.53000000000003,0.2510460251046025,32
14324.0,410,2,701.61,2,2,3,7,17.112439024390245,1263562260000000000,693,1.0124242424242424,350.805,0.08658008658008658,41
14325.0,570,1,245.48000000000002,1,1,1,3,13.637777777777778,1274260800000000000,570,0.4306666666666667,245.48000000000002,0.05263157894736842,18
14326.0,242,3,940.98,2,3,3,8,16.50842105263158,1277467800000000000,533,1.7654409005628517,313.66,0.16885553470919326,54
14327.0,163,6,1894.93,3,4,4,11,17.87669811320755,1262959440000000000,700,2.707042857142857,315.82166666666666,0.2571428571428572,99
14328.0,438,1,445.05,1,1,2,4,445.05,1285603260000000000,438,1.016095890410959,445.05,0.0684931506849315,1
14329.0,17,15,9927.22,5,5,5,15,17.95157323688969,1260977460000000000,723,13.730594744121714,661.8146666666667,0.6224066390041494,349
14330.0,624,1,200.63,1,1,1,3,15.433076923076923,1269594600000000000,624,0.3215224358974359,200.63,0.04807692307692307,13
14331.0,124,2,462.65999999999997,3,2,2,7,16.523571428571426,1311779640000000000,135,3.427111111111111,231.32999999999998,0.4444444444444444,27
14332.0,23,5,1943.51,4,4,4,12,30.84936507936508,1287493260000000000,416,4.671899038461539,388.702,0.3605769230769231,47
14333.0,68,1,415.2,3,1,2,6,27.68,1317638280000000000,68,6.105882352941176,415.2,0.4411764705882353,15
14334.0,17,12,4318.48,5,5,5,15,16.738294573643408,1274349840000000000,569,7.589595782073813,359.8733333333333,0.6326889279437611,148
14335.0,16,2,468.26,5,2,2,9,7.432698412698413,1315141620000000000,96,4.8777083333333335,234.13,0.625,55
14336.0,17,4,1614.91,5,3,4,12,17.943444444444445,1299602880000000000,276,5.851123188405797,403.7275,0.4347826086956522,77
14338.0,161,3,928.1,3,3,3,9,18.562,1277116320000000000,537,1.7283054003724396,309.3666666666667,0.1675977653631285,43
14339.0,243,2,620.27,2,2,3,7,26.968260869565217,1286441400000000000,429,1.4458508158508159,310.135,0.13986013986013984,21
14340.0,219,1,134.7,2,1,1,4,22.45,1304588640000000000,219,0.6150684931506849,134.7,0.136986301369863,6
14341.0,45,18,4467.32,4,5,5,14,16.794436090225563,1259670000000000000,739,6.04508795669824,248.18444444444444,0.7307171853856563,185
14342.0,21,6,918.44,4,4,3,11,27.831515151515152,1282654980000000000,472,1.9458474576271187,153.07333333333335,0.38135593220338987,27
14343.0,421,4,1088.91,1,3,3,7,4.575252100840337,1263833220000000000,690,1.5781304347826088,272.2275,0.17391304347826086,193
14344.0,127,20,3333.7000000000003,3,5,5,13,13.718930041152264,1269359220000000000,626,5.325399361022365,166.685,0.9584664536741214,140
14345.0,39,1,108.97999999999999,4,1,1,6,18.16333333333333,1320141060000000000,39,2.7943589743589743,108.97999999999999,0.7692307692307692,6
14346.0,121,5,2315.75,3,4,4,11,15.861301369863014,1280486640000000000,498,4.650100401606426,463.15,0.3012048192771084,123
14347.0,737,1,82.6,1,1,1,3,13.766666666666666,1259837340000000000,737,0.11207598371777476,82.6,0.0407055630936228,6
14348.0,260,1,409.57,2,1,2,5,22.753888888888888,1300983780000000000,260,1.5752692307692306,409.57,0.11538461538461539,18
14349.0,10,1,133.5,5,1,1,7,4.306451612903226,1322581140000000000,10,13.35,133.5,3.0,31
14350.0,274,3,972.03,2,3,3,8,16.47508474576271,1286293920000000000,430,2.26053488372093,324.01,0.20930232558139533,55
14351.0,165,1,51.0,3,1,1,5,51.0,1309262160000000000,165,0.3090909090909091,51.0,0.18181818181818182,1
14352.0,157,4,1078.96,3,3,3,9,22.95659574468085,1299855480000000000,273,3.9522344322344325,269.74,0.43956043956043955,44
14353.0,215,3,376.5,2,3,2,7,15.06,1286195880000000000,432,0.8715277777777778,125.5,0.20833333333333331,18
14354.0,6,2,163.62,5,2,1,8,18.18,1320852960000000000,30,5.454,81.81,2.0,9
14355.0,366,3,1014.45,2,3,3,8,14.288028169014085,1269270480000000000,627,1.6179425837320576,338.15000000000003,0.14354066985645933,57
14356.0,80,2,701.23,3,2,3,8,21.24939393939394,1316443380000000000,81,8.657160493827162,350.615,0.7407407407407407,33
14357.0,43,1,225.77,4,1,1,6,5.506585365853659,1319732580000000000,43,5.25046511627907,225.77,0.6976744186046512,39
14358.0,389,2,400.06,2,2,2,6,16.0024,1286472360000000000,428,0.9347196261682243,200.03,0.14018691588785046,21
14359.0,19,3,912.18,5,3,3,11,16.58509090909091,1315904580000000000,88,10.365681818181818,304.06,1.0227272727272727,44
14360.0,32,4,2128.23,4,3,4,11,18.035847457627117,1315310280000000000,95,22.402421052631578,532.0575,1.2631578947368423,104
14361.0,579,1,214.70999999999998,1,1,1,3,15.33642857142857,1273494540000000000,579,0.3708290155440414,214.70999999999998,0.05181347150259067,14
14362.0,22,1,161.2,4,1,1,6,3.9317073170731707,1321542480000000000,22,7.327272727272727,161.2,1.3636363636363638,37
14363.0,402,2,227.47000000000003,2,2,1,5,28.433750000000003,1284475140000000000,451,0.5043680709534368,113.73500000000001,0.13303769401330376,8
14364.0,109,8,3717.35,3,4,5,12,53.87463768115942,1305204960000000000,211,17.61777251184834,464.66875,1.1374407582938388,61
14365.0,395,2,634.68,2,2,3,7,12.44470588235294,1264585440000000000,682,0.930615835777126,317.34,0.0879765395894428,50
14366.0,525,1,136.0,1,1,1,3,136.0,1278091380000000000,525,0.259047619047619,136.0,0.05714285714285714,1
14367.0,8,16,9261.52,5,5,5,15,17.67465648854962,1299593520000000000,276,33.55623188405797,578.845,1.7391304347826089,270
14368.0,320,1,155.0,2,1,1,4,19.375,1295862720000000000,320,0.484375,155.0,0.09375,8
14369.0,642,2,469.13,1,2,2,5,18.04346153846154,1266316080000000000,662,0.7086555891238671,234.565,0.09063444108761329,24
14370.0,451,6,1175.78,1,4,3,8,26.722272727272728,1265013300000000000,677,1.7367503692762185,195.96333333333334,0.2658788774002954,37
